dew,temp,press,wnd_spd,snow,pollution,date,label
2.9842053958939574,3.2046935770279217,9.453747525951503,16.365958990018207,10.550666267995384,6.409495285867994,2023-10-08,4.236964900898974
2.5490946122591707,10.007150314118277,10.223128446122203,7.776194987433223,7.0256935137175125,0.8496481985851534,2023-10-07,2.7403432465298554
6.2018014177430425,14.495338015358922,13.046760846952733,0.597409711054131,11.354851047338332,1.3107120322820442,2023-10-06,2.4717291938485144
6.182018977494437,4.293566514968625,17.20600737515008,10.122857920484902,10.637768167933743,1.8750001886657008,2023-10-05,4.412526444268947
10.80713300496323,11.080652605666943,13.080950825150364,10.805134746053106,10.381828324516642,14.41791638472376,2023-10-04,5.768478137548415
5.512300841832454,14.981433825909743,18.075071118881098,6.771358296341496,4.498846471303938,11.358245740737125,2023-10-03,4.658178962100864
1.1721109443270628,5.266388864923757,2.469545009640537,13.022760872405847,7.389869288522053,8.007541661206663,2023-10-02,3.603102650153336
3.5043650112761404,7.675617202126642,16.867976589618717,16.519695901354563,5.285379250228059,0.4672367293338775,2023-10-01,3.997876671218055
13.720229064257065,17.494419657406034,18.977547354771474,11.97518024606369,0.10614276988007765,15.962335224714028,2023-09-30,7.057131478581037
0.9134641998085091,6.277780119373073,14.818801430614837,15.316568687215884,19.48240343773832,1.20554968655745,2023-09-29,2.30522287636517
7.722979967964143,0.0968440463918463,4.723619285490759,13.817013803477305,6.441859500422726,13.761745638548295,2023-09-28,6.41363785843021
3.995645781906527,12.748473834720977,14.750057649200238,14.758164402802764,6.847055334192422,8.139783280010676,2023-09-27,4.080023384841697
2.3724256421201617,14.82084147260727,13.693485814164514,16.798967388956886,7.517029877463113,11.34666522802558,2023-09-26,3.855433519562635
15.839619908766876,13.270117855839953,7.473456205818616,12.751618272877273,5.739242101032853,6.78559909322781,2023-09-25,5.631786556952649
19.707424326691115,12.541487468066823,18.164693828446982,16.143795802171205,6.976464540458882,16.629218061501035,2023-09-24,8.300854565508962
8.66698983079872,9.216790734734769,8.13823427668103,0.7282825934800918,9.046959724961743,10.924480926179278,2023-09-23,4.679472531071002
18.050158691294385,6.085540159547971,8.909777265570483,15.085803438169815,13.502370506442702,15.233364434819736,2023-09-22,7.411293935610887
0.9940280054480333,0.4657470930331242,16.33736669845576,4.41588312219547,19.31642045759007,12.404682472822628,2023-09-21,4.191185877370771
